datetime,timestamp,open,high,low,close,volume,price_range,body_size,upper_wick,lower_wick,return,log_return,volatility,volume_change,volume_ma,relative_volume,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,macd,macd_signal,macd_hist,rsi_14,bb_upper,bb_middle,bb_lower,bb_width,stoch_k,stoch_d,atr_14,cci_20,doji,hammer,shooting_star,bullish_engulfing,bearish_engulfing,ma_trend,ma_trend_numeric,volatility_20d,volatility_regime,volatility_regime_numeric,target_return_1,target_direction_1,target_return_3,target_direction_3,target_return_5,target_direction_5,target_return_10,target_direction_10,close_lag_1,return_lag_1,volume_lag_1,price_change_1,close_lag_2,return_lag_2,volume_lag_2,price_change_2,close_lag_3,return_lag_3,volume_lag_3,price_change_3,close_lag_5,return_lag_5,volume_lag_5,price_change_5,return_mean_5,return_std_5,price_min_5,price_max_5,pct_from_min_5,pct_from_max_5,return_mean_10,return_std_10,price_min_10,price_max_10,pct_from_min_10,pct_from_max_10,return_mean_20,return_std_20,price_min_20,price_max_20,pct_from_min_20,pct_from_max_20
2021-03-18 16:00:00,1616083500.0,1.6551,1.88,1.2327,1.2589,94082927.4,0.6473,0.3962000000000001,0.22489999999999988,0.0262,-0.022956549368496226,-0.02322415440575032,0.8838778355201183,-0.8054725337978801,18323551.994,0.896419197292016,1.2498,1.2498,1.26764,1.26764,1.281425,1.281425,1.491328,1.491328,1.47677,1.47677,1.7155930000000001,1.7155930000000001,0.05924508884058888,0.04134264263444728,-0.016559362405269416,34.246155053573666,1.4778553731605681,1.281425,1.084994626839432,0.3065811470208059,4.753215274512857,34.029266016686485,0.0461935765246991,136.06058365375122,0,0,0,0,0,neutral,0,0.05567907005114966,medium,0,-0.022956549368496226,0,0.004130590197791717,1,0.01795218047501801,1,-0.053300500436889275,0,1.2589,-0.022956549368496226,94082927.4,-0.022956549368496226,1.2589,-0.022956549368496226,94082927.4,-0.017952180475017787,1.2589,-0.022956549368496226,94082927.4,0.004130590197791717,1.2589,-0.022956549368496226,94082927.4,0.01795218047501801,0.003695364756858255,0.018043021452456436,1.23,1.2641,0.024146341463414656,-0.0034807372834427808,-0.004832879264898382,0.036821755301932366,1.189,1.3432,0.0,-0.11480047647409164,0.009316255743382013,0.05567907005114966,1.1842,1.4826,0.2519844620841074,0.0
2021-03-18 20:00:00,1616097600.0,1.2589,1.2974,1.2155,1.23,18301713.48,0.08190000000000008,0.028899999999999926,0.0385000000000002,0.014499999999999957,-0.022956549368496226,-0.02322415440575032,0.8838778355201183,-0.8054725337978801,18323551.994,0.896419197292016,1.2498,1.2498,1.26764,1.26764,1.281425,1.281425,1.491328,1.491328,1.47677,1.47677,1.7155930000000001,1.7155930000000001,0.05924508884058888,0.04134264263444728,-0.016559362405269416,34.246155053573666,1.4778553731605681,1.281425,1.084994626839432,0.3065811470208059,4.753215274512857,34.029266016686485,0.0461935765246991,136.06058365375122,0,0,0,0,0,neutral,0,0.05567907005114966,medium,0,0.0051219512195122,1,0.024146341463414656,1,0.09203252032520326,1,-0.032032520325203206,0,1.2589,-0.022956549368496226,94082927.4,-0.022956549368496226,1.2589,-0.022956549368496226,94082927.4,-0.017952180475017787,1.2589,-0.022956549368496226,94082927.4,0.004130590197791717,1.2589,-0.022956549368496226,94082927.4,0.01795218047501801,0.003695364756858255,0.018043021452456436,1.23,1.2641,0.024146341463414656,-0.0034807372834427808,-0.004832879264898382,0.036821755301932366,1.189,1.3432,0.0,-0.11480047647409164,0.009316255743382013,0.05567907005114966,1.1842,1.4826,0.2519844620841074,0.0
2021-03-19 00:00:00,1616112000.0,1.2311,1.2499,1.1808,1.2363,16910707.03,0.06909999999999994,0.005199999999999871,0.013600000000000056,0.05030000000000001,0.0051219512195122,0.005108878646418183,0.8838778355201183,-0.07600416493898687,18323551.994,0.896419197292016,1.2498,1.2498,1.26764,1.26764,1.281425,1.281425,1.491328,1.491328,1.47677,1.47677,1.7155930000000001,1.7155930000000001,0.05924508884058888,0.04134264263444728,-0.016559362405269416,34.246155053573666,1.4778553731605681,1.281425,1.084994626839432,0.3065811470208059,4.753215274512857,34.029266016686485,0.0461935765246991,136.06058365375122,1,1,0,0,0,neutral,0,0.05567907005114966,medium,0,0.022486451508533456,1,0.03656070533042155,1,0.05767208606325336,1,-0.033082585133058284,0,1.23,-0.022956549368496226,18301713.48,0.0051219512195122,1.2589,-0.022956549368496226,94082927.4,-0.017952180475017787,1.2589,-0.022956549368496226,94082927.4,0.004130590197791717,1.2589,-0.022956549368496226,94082927.4,0.01795218047501801,0.003695364756858255,0.018043021452456436,1.23,1.2641,0.024146341463414656,-0.0034807372834427808,-0.004832879264898382,0.036821755301932366,1.189,1.3432,0.0,-0.11480047647409164,0.009316255743382013,0.05567907005114966,1.1842,1.4826,0.2519844620841074,0.0
2021-03-19 04:00:00,1616126400.0,1.2361,1.2677,1.22,1.2641,6458789.26,0.047700000000000076,0.028000000000000025,0.0036000000000000476,0.016100000000000003,0.022486451508533456,0.022237358488630496,0.8838778355201183,-0.6180650963592502,18323551.994,0.896419197292016,1.2498,1.2498,1.26764,1.26764,1.281425,1.281425,1.491328,1.491328,1.47677,1.47677,1.7155930000000001,1.7155930000000001,0.05924508884058888,0.04134264263444728,-0.016559362405269416,34.246155053573666,1.4778553731605681,1.281425,1.084994626839432,0.3065811470208059,4.753215274512857,34.029266016686485,0.0461935765246991,136.06058365375122,0,0,0,0,0,neutral,0,0.05567907005114966,medium,0,-0.0034807372834427808,0,0.06257416343643696,1,0.03322521952377189,1,-0.06296970176410088,0,1.2363,0.0051219512195122,16910707.03,0.022486451508533456,1.23,-0.022956549368496226,18301713.48,0.027723577235772456,1.2589,-0.022956549368496226,94082927.4,0.004130590197791717,1.2589,-0.022956549368496226,94082927.4,0.01795218047501801,0.003695364756858255,0.018043021452456436,1.23,1.2641,0.024146341463414656,-0.0034807372834427808,-0.004832879264898382,0.036821755301932366,1.189,1.3432,0.0,-0.11480047647409164,0.009316255743382013,0.05567907005114966,1.1842,1.4826,0.2519844620841074,0.0
2021-03-19 08:00:00,1616140800.0,1.2648,1.2892,1.2348,1.2597,5218309.83,0.054400000000000004,0.005099999999999882,0.024399999999999977,0.024900000000000144,-0.0034807372834427808,-0.0034868091432546555,0.8838778355201183,-0.1920606757805874,18323551.994,0.896419197292016,1.2498,1.2498,1.26764,1.26764,1.281425,1.281425,1.491328,1.491328,1.47677,1.47677,1.7155930000000001,1.7155930000000001,0.05924508884058888,0.04134264263444728,-0.016559362405269416,34.246155053573666,1.4778553731605681,1.281425,1.084994626839432,0.3065811470208059,4.753215274512857,34.029266016686485,0.0461935765246991,136.06058365375122,1,0,0,0,0,neutral,0,0.05567907005114966,medium,0,0.017305707708184626,1,0.03802492656981826,1,-0.056124474081130415,0,-0.059934905136143635,0,1.2641,0.022486451508533456,6458789.26,-0.0034807372834427808,1.2363,0.0051219512195122,16910707.03,0.018927444794952786,1.23,-0.022956549368496226,18301713.48,0.024146341463414656,1.2589,-0.022956549368496226,94082927.4,0.01795218047501801,0.003695364756858255,0.018043021452456436,1.23,1.2641,0.024146341463414656,-0.0034807372834427808,-0.004832879264898382,0.036821755301932366,1.189,1.3432,0.0,-0.11480047647409164,0.009316255743382013,0.05567907005114966,1.1842,1.4826,0.2519844620841074,0.0
2021-03-19 12:00:00,1616155200.0,1.26,1.301,1.2597,1.2815,9081927.65,0.04129999999999989,0.021500000000000075,0.01949999999999985,0.00029999999999996696,0.017305707708184626,0.01715766944586865,0.8838778355201183,0.7403964014915534,18323551.994,0.896419197292016,1.25432,1.2603666666666666,1.26764,1.26764,1.281425,1.281425,1.491328,1.491328,1.47677,1.47677,1.7155930000000001,1.7155930000000001,0.05924508884058888,0.04134264263444728,-0.016559362405269416,34.246155053573666,1.4778553731605681,1.281425,1.084994626839432,0.3065811470208059,4.753215274512857,34.029266016686485,0.0461935765246991,136.06058365375122,0,0,0,0,0,neutral,0,0.05567907005114966,medium,0,0.04814670308232527,1,0.019196254389387324,1,-0.06999609832227871,0,-0.07483417869683973,0,1.2597,-0.0034807372834427808,5218309.83,0.017305707708184626,1.2641,0.022486451508533456,6458789.26,0.013764733802705598,1.2363,0.0051219512195122,16910707.03,0.03656070533042155,1.2589,-0.022956549368496226,94082927.4,0.01795218047501801,0.003695364756858255,0.018043021452456436,1.23,1.2815,0.0418699186991871,0.0,-0.004832879264898382,0.036821755301932366,1.189,1.3432,0.0,-0.11480047647409164,0.009316255743382013,0.05567907005114966,1.1842,1.4826,0.2519844620841074,0.0
2021-03-19 16:00:00,1616169600.0,1.2813,1.355,1.2515,1.3432,47921225.71,0.10349999999999993,0.061899999999999844,0.011800000000000033,0.02980000000000005,0.04814670308232527,0.04702355995920514,0.8838778355201183,4.276547838387591,18323551.994,0.896419197292016,1.27696,1.2879777777777779,1.26764,1.26764,1.281425,1.281425,1.491328,1.491328,1.47677,1.47677,1.7155930000000001,1.7155930000000001,0.05924508884058888,0.04134264263444728,-0.016559362405269416,34.246155053573666,1.4778553731605681,1.281425,1.084994626839432,0.3065811470208059,4.753215274512857,34.029266016686485,0.0461935765246991,136.06058365375122,0,0,0,0,0,neutral,0,0.05567907005114966,medium,0,-0.026503871351995167,0,-0.11480047647409164,0,-0.11360929124478847,0,0.0751935675997617,1,1.2815,0.017305707708184626,9081927.65,0.04814670308232527,1.2597,-0.0034807372834427808,5218309.83,0.0662856235611653,1.2641,0.022486451508533456,6458789.26,0.06257416343643696,1.23,-0.022956549368496226,18301713.48,0.09203252032520326,0.017916015247022556,0.0197272967173535,1.2363,1.3432,0.086467685836771,0.0,-0.004832879264898382,0.036821755301932366,1.189,1.3432,0.0,-0.11480047647409164,0.009316255743382013,0.05567907005114966,1.1842,1.4826,0.2519844620841074,0.0
2021-03-19 20:00:00,1616184000.0,1.3459,1.396,1.2946,1.3076,81067548.07,0.10139999999999993,0.0383,0.05009999999999981,0.013000000000000123,-0.026503871351995167,-0.026861430913275443,0.8838778355201183,0.6916835258052081,18323551.994,0.896419197292016,1.29122,1.2945185185185186,1.26764,1.26764,1.281425,1.281425,1.491328,1.491328,1.47677,1.47677,1.7155930000000001,1.7155930000000001,0.05924508884058888,0.04134264263444728,-0.016559362405269416,34.246155053573666,1.4778553731605681,1.281425,1.084994626839432,0.3065811470208059,4.753215274512857,34.029266016686485,0.0461935765246991,136.06058365375122,0,0,0,0,0,neutral,0,0.05567907005114966,medium,0,-0.001147139798103436,0,-0.08855919241358223,0,-0.08580605689813403,0,0.10186601407158147,1,1.3432,0.04814670308232527,47921225.71,-0.026503871351995167,1.2815,0.017305707708184626,9081927.65,0.020366757705813532,1.2597,-0.0034807372834427808,5218309.83,0.03802492656981826,1.2363,0.0051219512195122,16910707.03,0.05767208606325336,0.011590850732721081,0.028133897097463636,1.2597,1.3432,0.03802492656981826,-0.026503871351995167,-0.004832879264898382,0.036821755301932366,1.189,1.3432,0.0,-0.11480047647409164,0.009316255743382013,0.05567907005114966,1.1842,1.4826,0.2519844620841074,0.0
2021-03-20 00:00:00,1616198400.0,1.3065,1.3099,1.305,1.3061,220507.44,0.0049000000000001265,0.00039999999999995595,0.0034000000000000696,0.001100000000000101,-0.001147139798103436,-0.0011477982665800642,0.8838778355201183,-0.9972799542449514,18323551.994,0.896419197292016,1.29962,1.2983790123456793,1.26764,1.26764,1.281425,1.281425,1.491328,1.491328,1.47677,1.47677,1.7155930000000001,1.7155930000000001,0.05924508884058888,0.04134264263444728,-0.016559362405269416,34.246155053573666,1.4778553731605681,1.281425,1.084994626839432,0.3065811470208059,4.753215274512857,34.029266016686485,0.0461935765246991,136.06058365375122,1,0,1,0,0,neutral,0,0.05567907005114966,medium,0,-0.08965622846642674,0,-0.08843120741137733,0,-0.09310160018375313,0,0.11201286272107791,1,1.3076,-0.026503871351995167,81067548.07,-0.001147139798103436,1.3432,0.04814670308232527,47921225.71,-0.027620607504466932,1.2815,0.017305707708184626,9081927.65,0.019196254389387324,1.2641,0.022486451508533456,6458789.26,0.03322521952377189,0.006864132471393702,0.027829380259225836,1.2597,1.3432,0.03683416686512664,-0.027620607504466932,-0.004832879264898382,0.036821755301932366,1.189,1.3432,0.0,-0.11480047647409164,0.009316255743382013,0.05567907005114966,1.1842,1.4826,0.2519844620841074,0.0
2021-04-01 00:00:00,1617235200.0,1.1926,1.2039,1.186,1.189,6520661.32,0.017900000000000027,0.0036000000000000476,0.011299999999999866,0.0030000000000001137,-0.08965622846642674,-0.09393297989269367,0.8838778355201183,28.571162406130153,18323551.994,0.896419197292016,1.2854800000000002,1.2619193415637864,1.26764,1.26764,1.281425,1.281425,1.491328,1.491328,1.47677,1.47677,1.7155930000000001,1.7155930000000001,0.05924508884058888,0.04134264263444728,-0.016559362405269416,34.246155053573666,1.4778553731605681,1.281425,1.084994626839432,0.3065811470208059,4.753215274512857,34.029266016686485,0.0461935765246991,136.06058365375122,0,0,1,0,0,neutral,0,0.05567907005114966,medium,0,0.002354920100924973,1,0.005382674516400288,1,-0.004037005887300382,0,0.24693019343986533,1,1.3061,-0.001147139798103436,220507.44,-0.08965622846642674,1.3076,-0.026503871351995167,81067548.07,-0.09070052003670848,1.3432,0.04814670308232527,47921225.71,-0.11480047647409164,1.2597,-0.0034807372834427808,5218309.83,-0.056124474081130415,-0.010370965765203088,0.05201398444564512,1.189,1.3432,0.0,-0.11480047647409164,-0.004832879264898382,0.036821755301932366,1.189,1.3432,0.0,-0.11480047647409164,0.009316255743382013,0.05567907005114966,1.1842,1.4826,0.2519844620841074,0.0
