datetime,timestamp,open,high,low,close,volume
2025-05-17 08:00:00,1747470660,0.7753,0.7767,0.7567,0.7602,3775011.5389985
2025-05-17 12:00:00,1747483200,0.7605,0.7622,0.7459,0.7507,6127043.01452659
2025-05-17 16:00:00,1747497600,0.7508,0.7512,0.7272,0.7354,9891486.63491816
2025-05-17 20:00:00,1747512000,0.7351,0.754,0.733,0.7432,5609477.31245367
2025-05-18 00:00:00,1747526400,0.7433,0.7463,0.7358,0.738,4132705.90489969
2025-05-18 04:00:00,1747540800,0.7381,0.7608,0.7381,0.7595,4525606.85031393
2025-05-18 08:00:00,1747555200,0.7597,0.7665,0.7553,0.7559,3081442.52335329
2025-05-18 12:00:00,1747569600,0.7558,0.7768,0.7511,0.7745,8948350.07803202
2025-05-18 16:00:00,1747584000,0.7745,0.7765,0.7306,0.731,15175413.23351434
2025-05-18 20:00:00,1747598400,0.7305,0.763,0.7181,0.7601,13654028.84194837
2025-05-19 00:00:00,1747612800,0.7603,0.7652,0.7268,0.7283,8247516.05867328
2025-05-19 04:00:00,1747627200,0.7285,0.7317,0.7105,0.7235,7848050.54949953
2025-05-19 08:00:00,1747641600,0.7232,0.7301,0.7167,0.7285,2641342.57117399
2025-05-19 12:00:00,1747656000,0.7284,0.7396,0.7176,0.7362,6259009.40321002
2025-05-19 16:00:00,1747670400,0.7365,0.7476,0.7305,0.7423,7705740.60807529
2025-05-19 20:00:00,1747684800,0.7422,0.745,0.7375,0.7427,4248247.86572204
2025-05-20 00:00:00,1747699200,0.7429,0.7539,0.7403,0.7434,5055957.40760842
2025-05-20 04:00:00,1747713600,0.7435,0.747,0.7313,0.7333,3418083.85497235
2025-05-20 08:00:00,1747728000,0.7331,0.737,0.7243,0.7293,3831386.08718602
2025-05-20 12:00:00,1747742400,0.729,0.734,0.7228,0.7325,3967916.4654539702
2025-05-20 16:00:00,1747756800,0.7325,0.7417,0.725,0.7398,4227596.68211596
2025-05-20 20:00:00,1747771200,0.7398,0.7502,0.7363,0.7463,6394065.29444052
2025-05-21 00:00:00,1747785600,0.7461,0.755,0.7369,0.7521,3974257.61645701
2025-05-21 04:00:00,1747800000,0.752,0.7669,0.751,0.7532,6161036.70299357
2025-05-21 08:00:00,1747814400,0.7532,0.7643,0.7451,0.7555,3416028.41941014
2025-05-21 12:00:00,1747828800,0.7558,0.7688,0.7484,0.766,9213413.42156776
2025-05-21 16:00:00,1747843200,0.7659,0.7843,0.7427,0.7614,15639055.55356857
2025-05-21 20:00:00,1747857600,0.7614,0.7789,0.7575,0.7694,7326519.92033198
2025-05-22 00:00:00,1747872000,0.7697,0.7923,0.7688,0.7886,8083951.11278439
2025-05-22 04:00:00,1747886400,0.7888,0.7949,0.7834,0.7942,5885254.55808837
2025-05-22 08:00:00,1747900800,0.7943,0.8106,0.7928,0.8025,6911402.42344916
2025-05-22 12:00:00,1747915200,0.8027,0.8088,0.7953,0.8035,8437606.81692642
2025-05-22 16:00:00,1747929600,0.8036,0.809,0.7995,0.8021,6682742.83834208
2025-05-22 20:00:00,1747944000,0.8021,0.8094,0.7976,0.8093,6557194.27762942
2025-05-23 00:00:00,1747958400,0.8094,0.8393,0.8068,0.838,10946878.00238954
2025-05-23 04:00:00,1747972800,0.8379,0.8413,0.8037,0.8085,10176686.41798529
2025-05-23 08:00:00,1747987200,0.8085,0.825,0.7775,0.7817,9442181.69047512
2025-05-23 12:00:00,1748001600,0.7818,0.7908,0.7602,0.7775,18849970.08517353
2025-05-23 16:00:00,1748016000,0.7777,0.7853,0.7708,0.7736,7156462.15326564
2025-05-23 20:00:00,1748030400,0.7733,0.7737,0.7434,0.7474,11652709.51228577
2025-05-24 00:00:00,1748044800,0.7472,0.7637,0.743,0.762,7604739.1216143705
2025-05-24 04:00:00,1748059200,0.762,0.7671,0.7551,0.7576,2523308.1590153202
2025-05-24 08:00:00,1748073600,0.7576,0.7607,0.7536,0.7558,155860.16673957
