Timeframe,Return (%),Win Rate (%),Profit Factor,Max Drawdown (%),Sharpe Ratio
1h,2.5898744297125087,60.0,2.3390896611198744,1.0468315721086978,0.17651894278324531
4h,0.5950184523410826,42.857142857142854,1.1850376099251223,3.0478894520901045,0.07853257413404505
1d,1.1241586123199523,50.0,1.579334144758634,2.017860253723028,0.39250563279718165
