Price,Adj Close,Close,High,Low,Open,Volume,sma,ema,tema,wma,kama,trima,rsi,macd,macdsignal,macdhist,mom,roc,willr,atr,upperband,middleband,lowerband,obv,mfi
2019-11-28 00:00:00+00:00,7463.10595703125,7463.10595703125,7730.07275390625,7454.12158203125,7536.8203125,19050116751,8093.3330078125,8110.012235207203,,7754.810298084078,7229.446883488553,8107.38691850142,29.32517535422997,,,,-846.18017578125,-10.183548409047717,-59.978400829777755,338.7204560061632,9416.479140611125,8093.3330078125,6770.186875013876,-69804544363.0,30.50771640747382
2019-11-29 00:00:00+00:00,7761.24365234375,7761.24365234375,7781.1796875,7460.75634765625,7466.72705078125,19709695456,8040.716088867188,8076.796179696398,,7723.182740420387,7260.338651295107,7995.058709161932,37.50078448393756,,,,-444.90185546875,-5.421569176968532,-45.794338254652224,337.4135191374194,9328.328788770903,8040.716088867188,6753.103388963474,-50094848907.0,36.8697113555526
2019-11-30 00:00:00+00:00,7569.6298828125,7569.6298828125,7836.10205078125,7515.849609375,7764.05712890625,17158194786,7966.4212646484375,8028.494627612217,,7678.317387462797,7291.473680016991,7884.092302911931,34.72081635961155,,,,-457.63818359375,-5.7010452349155365,-54.872883022398334,336.1877278709073,9180.622254534657,7966.4212646484375,6752.220274762218,-67253043693.0,37.011495277829134
2019-12-01 00:00:00+00:00,7424.29248046875,7424.29248046875,7571.6162109375,7291.341796875,7571.6162109375,18720708479,7899.746484375,7970.951565979506,,7626.68607468378,7303.5519792420555,7780.487721946022,32.73841117598732,,,,-218.45751953125,-2.85836275596153,-60.35949985131752,332.19391974173533,9078.741977624413,7899.746484375,6720.7509911255875,-85973752172.0,30.943196142010848
2019-12-02 00:00:00+00:00,7321.98828125,7321.98828125,7474.81884765625,7233.3994140625,7424.0361328125,17082040706,7825.06279296875,7909.14553886241,,7571.66148390997,7305.5184804843575,7687.250856711647,31.380225017171615,,,,25.41064453125,0.3482542884677198,-60.654174630466954,325.7100278740221,8950.54063810211,7825.06279296875,6699.58494783539,-103055792878.0,31.648948071922163
2019-12-03 00:00:00+00:00,7320.1455078125,7320.1455078125,7418.85888671875,7229.35693359375,7323.9755859375,14797485769,7750.65693359375,7853.050297810038,,7523.574123418899,7307.073402005323,7607.117928799716,31.35499186188508,,,,-77.6513671875,-1.049655302782293,-56.60822626291853,315.9808796776634,8800.517560355629,7750.65693359375,6700.796306831872,-117853278647.0,32.512731513304274
2019-12-04 00:00:00+00:00,7252.03466796875,7252.03466796875,7539.78466796875,7170.9228515625,7320.125,21664240918,7677.853930664062,7795.810714015629,,7476.08628859747,7301.337417015174,7541.663032670454,30.382539027192834,,,,204.11767578125,2.8961418814595907,-57.475086859526485,319.758089443991,8651.195409260843,7677.853930664062,6704.512452067281,-139517519565.0,32.64112520981583
2019-12-05 00:00:00+00:00,7448.3076171875,7448.3076171875,7743.431640625,7232.6767578125,7253.24169921875,18816085231,7625.669702148438,7762.715180984379,,7454.2247349330355,7310.578837518873,7494.047696200284,36.494776245580375,,,,302.173828125,4.2284938547818784,-31.8141996868264,333.4007175417417,8528.152356215083,7625.669702148438,6723.187048081792,-120701434334.0,39.10719542509876
2019-12-06 00:00:00+00:00,7546.99658203125,7546.99658203125,7546.99658203125,7392.17529296875,7450.5615234375,18104466307,7575.481494140625,7742.170552512653,,7446.732056826637,7324.371825382827,7461.654940518466,39.376902314776814,,,,328.62548828125,4.552626680080074,-23.7178729672057,320.6450440789387,8372.023220287327,7575.481494140625,6778.939767993923,-102596968027.0,47.183815190628806
2019-12-07 00:00:00+00:00,7556.23779296875,7556.23779296875,7589.95166015625,7525.71142578125,7547.265625,15453520564,7524.394604492188,7724.462670651328,,7444.899323381696,7338.36506168978,7441.598219992898,39.653089508471304,,,,24.57421875,0.3262787630891939,-22.95973488000019,302.33041481437164,8174.867066250854,7524.394604492188,6873.9221427335215,-87143447463.0,46.28944667035921
2019-12-08 00:00:00+00:00,7564.34521484375,7564.34521484375,7634.6064453125,7476.09130859375,7551.3388671875,15409908086,7487.14755859375,7709.213389145844,,7448.704143415179,7348.100967157499,7431.973783735795,39.91172832132299,,,,101.2392578125,1.3565298200961307,-22.29461151531879,292.0578949503987,8029.985768193492,7487.14755859375,6944.309348994007,-71733539377.0,54.08611009218778
2019-12-09 00:00:00+00:00,7400.8994140625,7400.8994140625,7618.091796875,7365.9853515625,7561.79541015625,17872021272,7446.88525390625,7679.850153423621,,7440.4900344122025,7350.5695130217255,7426.7660378196015,36.51410667081397,-372.3445447630129,-531.0218334379255,158.67728867491257,-360.34423828125,-4.642867231367398,-50.49177783266524,289.20421997626306,7878.493001030078,7446.88525390625,7015.277506782422,-89605560649.0,58.75603959643887
2019-12-10 00:00:00+00:00,7278.11962890625,7278.11962890625,7424.02294921875,7246.0439453125,7397.13427734375,18249031195,7409.42783203125,7641.590103469586,,7424.4171177455355,7347.429623959603,7422.952761008522,34.16150063994811,-358.7983491933919,-496.5771365890188,137.77878739562686,-291.51025390625,-3.8510502946537573,-64.7365666078263,281.25956168554785,7754.392379471226,7409.42783203125,7064.463284591273,-107854591844.0,51.36177500097217
2019-12-11 00:00:00+00:00,7217.42724609375,7217.42724609375,7324.15625,7195.52734375,7277.19775390625,16350490689,7388.161694335938,7601.193640862363,,7406.13134765625,7344.287798882934,7421.41923828125,33.02865328541335,-348.9379205333653,-467.0492933778881,118.1113728445228,-206.865234375,-2.786329268670451,-93.00874191708502,270.35737201158014,7725.32121552361,7388.161694335938,7051.002173148266,-124205082533.0,43.43125947183781
2019-12-12 00:00:00+00:00,7243.13427734375,7243.13427734375,7266.6396484375,7164.7412109375,7216.73876953125,18927080224,7385.489526367188,7567.092749098686,,7392.319212704613,7343.681643892766,7421.154838423295,34.026596353065045,-335.1853095970673,-440.6764966217239,105.4911870246566,-78.85400390625,-1.076947966554076,-88.32325900561986,258.3245909750387,7726.337062979715,7385.489526367188,7044.641989754661,-105278002309.0,35.80457756670328
2019-12-13 00:00:00+00:00,7269.6845703125,7269.6845703125,7293.560546875,7227.12255859375,7244.662109375,17125736940,7379.083911132812,7538.768160642859,,7381.290169270834,7342.994277748419,7420.200696910511,35.10219151596828,-318.4727242722938,-416.2357421518379,97.76301787954407,-50.4609375,-0.689343366824402,-84.36856111544664,244.6184050683395,7723.561456107847,7379.083911132812,7034.606366157777,-88152265369.0,34.860825193510145
2019-12-14 00:00:00+00:00,7124.673828125,7124.673828125,7308.83642578125,7097.208984375,7268.90283203125,17137029730,7382.9217529296875,7499.330605164967,,7357.060637555804,7341.403084372994,7418.794651100852,32.03061867880905,-313.3173080895249,-395.6520553393753,82.33474724985041,-127.36083984375,-1.7562083701321174,-95.74994106375391,242.26190766390457,7714.005511667343,7382.9217529296875,7051.837994192032,-105289295099.0,35.016915593125844
2019-12-15 00:00:00+00:00,7152.3017578125,7152.3017578125,7181.07568359375,6924.3759765625,7124.23974609375,16881129804,7383.230151367187,7466.280238750446,,7335.096828497024,7340.573177786819,7412.842027698864,33.229412876167444,-303.50365933206194,-377.22237613791265,73.7187168058507,-296.005859375,-3.9741357982039482,-72.17212562581003,243.2931790472864,7713.441422108447,7383.230151367187,7053.0188806259275,-88408165295.0,35.39735878715674
2019-12-16 00:00:00+00:00,6932.48046875,6932.48046875,7171.1689453125,6903.6826171875,7153.6630859375,20213265950,7368.935620117188,7415.44216541707,,7292.168287295387,7332.62163408693,7398.555859374999,28.86689273264682,-309.89177342926814,-363.75625559618373,53.86448216691559,-614.51611328125,-8.142525395391853,-96.57065971394447,245.02126112426595,7747.6459346454885,7368.935620117188,6990.225305588887,-108621431245.0,35.081970727756385
2019-12-17 00:00:00+00:00,6640.51513671875,6640.51513671875,6964.0751953125,6587.97412109375,6931.3154296875,22363804217,7324.378198242188,7341.639591255325,,7222.794907924107,7270.033815991946,7372.957435191761,24.303128679893206,-334.655857702458,-357.9361760174386,23.280318314980605,-915.72265625,-12.118764408156935,-95.4527955604707,254.3841049167291,7810.488524887478,7324.378198242188,6838.267871596898,-130985235462.0,34.282040495504866
2019-12-18 00:00:00+00:00,7276.802734375,7276.802734375,7324.98486328125,6540.04931640625,6647.6982421875,31836522778,7315.063037109375,7335.464652504818,,7218.263911365328,7270.1070615108565,7344.52158647017,44.789040352563376,-299.4861910641175,-346.24617902677437,46.75998796265685,-287.54248046875,-3.8012871213822463,-38.77644675834349,292.280636485177,7797.307547191362,7315.063037109375,6832.818527027388,-99148712684.0,44.82014394574267
2019-12-19 00:00:00+00:00,7202.84423828125,7202.84423828125,7346.6025390625,7041.3818359375,7277.5908203125,25904604416,7287.14306640625,7322.834136864479,,7207.576406715029,7267.599521993493,7313.364879261363,43.321466999766386,-274.4184839439604,-331.88064001021155,57.46215606625117,-198.05517578125,-2.6760960350970864,-39.44629253501769,293.20492695945006,7725.486370139576,7287.14306640625,6848.799762672924,-125053317100.0,46.108598683539896
2019-12-20 00:00:00+00:00,7218.81640625,7218.81640625,7257.921875,7086.1240234375,7208.63671875,22633815180,7269.602392578125,7312.927686329766,,7201.069105747768,7266.485734023622,7284.944908558238,43.7501241859346,-250.3771332404167,-315.5799386562526,65.20280541583588,-59.30322265625,-0.8148151676528825,-37.98705687276309,284.5329930025251,7688.992541703537,7269.602392578125,6850.212243452712,-102419501920.0,38.65639907827814
2019-12-21 00:00:00+00:00,7191.15869140625,7191.15869140625,7223.22607421875,7112.73583984375,7220.59375,19312552168,7257.945703125,7301.330639194193,,7193.598277064732,7265.309273064995,7258.936226029829,43.14167319632286,-230.89432993326136,-298.64281691165434,67.74848697839298,-26.2685546875,-0.3639600898189488,-40.51389755684756,272.1013673862733,7672.4206260573155,7257.945703125,6843.470780192685,-121732054088.0,32.42598205563965
2019-12-22 00:00:00+00:00,7511.5888671875,7511.5888671875,7518.033203125,7167.17919921875,7191.1884765625,23134537956,7267.425732421875,7321.355232336413,,7217.754768880209,7268.260133239826,7237.2486328125,51.548883276531484,-187.4373693888865,-276.4017274071008,88.96435801821428,268.45458984375,3.706331811125829,-9.879288768026175,277.7265557091288,7695.767486737806,7267.425732421875,6839.083978105944,-98597516132.0,34.21640939600975
2019-12-23 00:00:00+00:00,7355.62841796875,7355.62841796875,7656.17626953125,7326.1923828125,7508.90234375,27831788041,7269.199877929687,7324.619345253778,,7226.155024646578,7268.718682202072,7217.059201882102,47.841017654298106,-163.69514417768005,-253.86041076121666,90.1652665835366,85.94384765625,1.1822225135767583,-26.927747844544736,281.459222209816,7698.692760205298,7269.199877929687,6839.706995654076,-126429304173.0,42.725940071408886
2019-12-24 00:00:00+00:00,7322.5322265625,7322.5322265625,7535.716796875,7269.52880859375,7354.39306640625,22991622105,7272.724755859375,7324.4205720450855,,7231.234295944941,7269.067227119473,7199.127219460227,47.067318000723645,-145.86836597136244,-232.26200180324582,86.39363583188339,197.8583984375,2.77708710897675,-29.893019072301154,280.36841978634703,7702.753098952309,7272.724755859375,6842.696412766441,-149420926278.0,42.017093083928714
2019-12-25 00:00:00+00:00,7275.15576171875,7275.15576171875,7357.02001953125,7220.9912109375,7325.755859375,21559505149,7264.067163085938,7319.728685347339,,7231.4658203125,7269.135701311131,7183.469917436079,45.92242185832831,-134.01851852122581,-212.6133051468418,78.594786625616,122.85400390625,1.7176848526008648,-34.13773914747741,270.0584475583044,7686.51227660036,7264.067163085938,6841.622049571516,-170980431427.0,41.28462274399835
2019-12-26 00:00:00+00:00,7238.966796875,7238.966796875,7388.302734375,7200.38671875,7274.79931640625,22787010034,7248.665673828125,7312.037076921401,,7229.075309244791,7268.541955298515,7173.289817116477,45.02154541381402,-126.0940424322016,-195.30945260391377,69.21541017171216,306.486328125,4.4210197130243545,-37.3801090895728,264.1911309916398,7650.694584358961,7248.665673828125,6846.63676329729,-193767441461.0,40.74967132837296
2019-12-27 00:00:00+00:00,7290.08837890625,7290.08837890625,7363.529296875,7189.93408203125,7238.14111328125,22777360996,7235.358203125,7309.946724729482,,7233.020328776041,7268.899868358545,7174.601438210227,46.614760645650804,-114.37036325531972,-179.12163473419497,64.75127147887525,649.5732421875,9.781970657602802,-32.799843207800414,257.71999412393336,7612.640506183658,7235.358203125,6858.075900066342,-170990080465.0,41.825326061018785
2019-12-28 00:00:00+00:00,7317.990234375,7317.990234375,7399.041015625,7286.9052734375,7289.03125,21365673026,7223.040454101562,7310.712773267151,,7240.890046037946,7269.650152268124,7184.612242542613,47.50885115074551,-101.65598952372784,-163.62850569210156,61.972516168373716,41.1875,0.5660109460633445,-30.299961326923988,247.3211189856167,7571.543177446724,7223.040454101562,6874.5377307564,-149624407439.0,47.97975775354504
2019-12-29 00:00:00+00:00,7422.65283203125,7422.65283203125,7513.9482421875,7279.865234375,7317.6474609375,22445257702,7224.128125,7321.373731244684,,7259.900748697916,7270.396889073888,7199.235329367897,50.83512740006392,-82.1869596984925,-147.34019649337975,65.15323679488725,219.80859375,3.051691616233687,-20.92265909770989,246.37553961610837,7574.972355997039,7224.128125,6873.2838940029615,-127179149737.0,54.06586664561078
2019-12-30 00:00:00+00:00,7292.9951171875,7292.9951171875,7454.82421875,7276.30810546875,7420.27294921875,22874131672,7224.871899414063,7318.671006096381,,7266.459509858631,7270.501878021892,7216.333269708806,46.872511329653115,-76.33990834490578,-133.14013886368497,56.80023051877919,74.1787109375,1.0275744216638794,-32.539412414232395,241.52843773504705,7576.233504667357,7224.871899414063,6873.510294160768,-150053281409.0,53.46901613827957
2019-12-31 00:00:00+00:00,7193.59912109375,7193.59912109375,7335.2900390625,7169.77783203125,7294.43896484375,21167946112,7223.680493164063,7306.759398000892,,7263.4811500186015,7270.122209350145,7233.992515980113,44.03847408604002,-78.81794006857854,-122.27569910466369,43.45775903608515,2.4404296875,0.03393652945549164,-41.44485061868172,236.09870697049013,7575.296494806372,7223.680493164063,6872.064491521754,-171221227521.0,53.411408853494166
2020-01-01 00:00:00+00:00,7200.17431640625,7200.17431640625,7254.33056640625,7174.9443359375,7194.89208984375,18565664997,7221.532495117188,7296.608437849021,,7261.242466517857,7269.729186375725,7249.059525923295,44.27848703960727,-79.33669076654405,-113.68789743703977,34.35120667049571,-311.41455078125,-4.145788012195217,-74.17145117262423,224.90495864893725,7573.171763620937,7221.532495117188,6869.893226613439,-152655562524.0,45.76564291008647
2020-01-02 00:00:00+00:00,6985.47021484375,6985.47021484375,7212.1552734375,6935.27001953125,7202.55126953125,20802083465,7207.32177734375,7266.976226134234,7189.420459895371,7238.760344587054,7265.018999708602,7258.320965021307,38.475567671510085,-95.9663902612001,-110.14359600187183,14.177205740671724,-370.158203125,-5.03231242922435,-93.03651545363908,228.61783688160244,7572.730798469104,7207.32177734375,6841.912756218396,-173457645989.0,38.33185113782574
2020-01-03 00:00:00+00:00,7344.88427734375,7344.88427734375,7413.71533203125,6914.99609375,6984.4287109375,28111481032,7218.332299804688,7274.39604053514,7227.953485733593,7251.861535063244,7265.995257388977,7267.004296874999,50.233484957444105,-79.23051575973477,-103.96097995344442,24.73046419370965,22.35205078125,0.30525028896652984,-41.999503273192495,247.91079412443443,7586.377647390498,7218.332299804688,6850.286952218878,-145346164957.0,46.47890844080792
2020-01-04 00:00:00+00:00,7410.65673828125,7410.65673828125,7427.3857421875,7309.51416015625,7345.37548828125,18444271275,7231.250048828125,7287.373249844293,7277.037753150639,7270.178148251488,7268.003758772095,7275.120743075284,52.039815960746935,-59.96864551132512,-95.16251306502056,35.19386755369544,135.5009765625,1.8625165013716138,-33.12548544504811,238.62227897492127,7607.1697694496315,7231.250048828125,6855.330328206618,-126901893682.0,52.44720522619883
2020-01-05 00:00:00+00:00,7411.3173828125,7411.3173828125,7544.4970703125,7400.53564453125,7410.45166015625,19725074095,7255.19189453125,7299.177452984122,7317.589437534878,7287.327418154762,7272.211800372768,7283.687158203124,52.05863853007683,-44.141332271344254,-84.9582769062853,40.81694463494105,172.3505859375,2.3808727236033445,-33.036351311022784,231.8607894610876,7612.4802724658075,7255.19189453125,6897.9035165966925,-107176819587.0,51.94208914692587
2020-01-06 00:00:00+00:00,7769.21923828125,7769.21923828125,7781.8671875,7409.29296875,7410.4521484375,23276261598,7311.627099609375,7343.943337298135,7443.542691923086,7336.28240327381,7320.0814338153905,7293.823069069602,60.990621471414066,-2.687405139706243,-68.5041025529695,65.81669741326326,479.130859375,6.572360093210361,-1.459034602715405,241.9117486960099,7615.262694070543,7311.627099609375,7007.991505148208,-83900557989.0,51.319897199835154
2020-01-07 00:00:00+00:00,8163.6923828125,8163.6923828125,8178.2158203125,7768.2275390625,7768.68212890625,28767291327,7355.97158203125,7422.01467496617,7648.424667530524,7417.431477864583,7384.4352352425085,7305.741969992898,68.05506164594593,61.28931175098933,-42.54541969217773,103.83473144316706,845.7021484375,11.556480964745752,-1.149715856600932,253.9172153070092,7834.813250877999,7355.97158203125,6877.129913184502,-55133266662.0,59.96468658975894
2020-01-08 00:00:00+00:00,8079.86279296875,8079.86279296875,8396.73828125,7956.7744140625,8161.935546875,31672559265,7399.822509765625,7484.6668766807015,7792.984279296276,7486.373497953869,7436.273610070564,7323.261075106534,65.34675803309426,104.02780571769199,-13.230774610203781,117.25858032789577,657.2099609375,8.85411153949458,-21.385332141746147,267.2062618699014,7967.018973740002,7399.822509765625,6832.626045791248,-86805825927.0,68.15906198141644
2020-01-09 00:00:00+00:00,7879.0712890625,7879.0712890625,8082.2958984375,7842.40380859375,8082.2958984375,24045990466,7432.83525390625,7522.229201669445,7856.958810116273,7532.0162388392855,7455.952513367088,7344.109885475852,59.263237668695965,120.30932283620314,13.477244879077602,106.83207795712553,586.076171875,8.036151984988816,-34.93637398965534,265.25524958231915,8030.108809516902,7432.83525390625,6835.561698295598,-110851816393.0,67.45916078329739
2020-01-10 00:00:00+00:00,8166.55419921875,8166.55419921875,8166.55419921875,7726.77490234375,7878.3076171875,28714583844,7481.605029296875,7583.5934871503305,7981.16378991665,7601.894233630952,7504.649419244096,7373.129390092329,64.37671431625262,154.6275604448083,41.70730799222375,112.92025245258455,972.955078125,13.525289104198324,-15.534691795447714,277.7212529603678,8147.344409411137,7481.605029296875,6815.865649182612,-82137232549.0,68.29832319301671
2020-01-11 00:00:00+00:00,8037.53759765625,8037.53759765625,8218.359375,8029.64208984375,8162.19091796875,25521165085,7507.9024658203125,7626.826259579466,8046.272077917697,7654.840192522322,7521.56997138882,7409.739102450284,60.69459358598701,169.46100846998615,67.25804808777623,102.20296038220992,837.36328125,11.629764009212828,-24.241780157437137,271.3638266886451,8216.475044720793,7507.9024658203125,6799.329886919832,-107658397634.0,68.91881676954287
2020-01-12 00:00:00+00:00,8192.494140625,8192.494140625,8200.0634765625,8009.05908203125,8033.26171875,22903438381,7549.745751953125,7680.6993911076115,8136.310280002902,7720.039399646577,7561.992863566882,7460.152800958806,63.402128404537464,191.5126819063653,92.10897485149404,99.40370705487125,1207.02392578125,17.27906481107584,-13.784053821778627,265.6238672488311,8314.054153257635,7549.745751953125,6785.437350648615,-84754959253.0,69.1617068029773
2020-01-13 00:00:00+00:00,8144.1943359375,8144.1943359375,8197.7880859375,8079.70068359375,8189.77197265625,22482910688,7590.828857421875,7724.841766805696,8193.797216886334,7776.653550502232,7595.86556030447,7521.198029119318,61.9692216188917,202.7541774508918,114.23801537137359,88.51616207951821,799.31005859375,10.882541213880327,-17.04371701386143,255.0855483270396,8389.430555805353,7590.828857421875,6792.227159038396,-107237869941.0,75.840503075417
2020-01-14 00:00:00+00:00,8827.7646484375,8827.7646484375,8879.51171875,8140.93310546875,8140.93310546875,44841784107,7668.459301757813,7829.88204124682,8414.260117424576,7894.456959170387,7735.420216633756,7594.92285600142,71.71293486351846,263.7808535618351,144.1465830094659,119.6342705523692,1417.10791015625,19.122568487565907,-2.634087998791051,289.62076725234033,8617.000739260007,7668.459301757813,6719.917864255617,-62396085834.0,83.27523724807018
2020-01-15 00:00:00+00:00,8807.0107421875,8807.0107421875,8890.1171875,8657.1875,8825.34375,40102834650,7746.861499023437,7922.941917526885,8584.90839176066,8002.8904296875,7859.676387351158,7680.103977272727,71.11718333047746,306.932144562581,176.7036953200889,130.2284492424921,1395.693359375,18.831919985126213,-4.207663295960888,285.5714044128875,8794.482783011701,7746.861499023437,6699.240215035173,-102498920484.0,88.88799395763046
2020-01-16 00:00:00+00:00,8723.7861328125,8723.7861328125,8846.4609375,8612.095703125,8812.4814453125,31313981931,7818.54638671875,7999.212795173134,8697.773786727157,8095.930871000744,7945.160843660737,7772.396155894886,68.6541457513263,330.60333369208365,207.48362299448786,123.11971069759579,954.56689453125,12.286522818506862,-8.421309215613757,281.91382083875266,8925.841954098165,7818.54638671875,6711.250819339335,-133812902415.0,85.32529544882283
2020-01-17 00:00:00+00:00,8929.0380859375,8929.0380859375,8958.1220703125,8677.31640625,8725.2099609375,36372139320,7899.098779296875,8087.76758476974,8837.690125573703,8201.691985212054,8053.43164354763,7867.290287642045,71.29460925888328,361.7549529608714,238.33788898776456,123.41706397310682,765.345703125,9.374994392688386,-1.7641541203234619,281.83466678330603,9080.909166886519,7899.098779296875,6717.288391707233,-97440763095.0,85.85735836269383
2020-01-18 00:00:00+00:00,8942.80859375,8942.80859375,9012.1982421875,8827.33203125,8927.2119140625,32337772627,7975.1065673828125,8169.200061815479,8949.721136819042,8301.092919921875,8146.293819986381,7962.341179865057,71.46825960946175,383.1374307552396,267.2977973412596,115.83963341398004,862.94580078125,10.680203648163445,-4.305469925182197,274.9083485086056,9218.50229845153,7975.1065673828125,6731.710836314095,-65102990468.0,86.48553510435589
2020-01-19 00:00:00+00:00,8706.2451171875,8706.2451171875,9164.3623046875,8620.080078125,8941.4453125,34217320471,8045.769067382813,8220.347209946147,8973.660962270176,8370.725162760416,8195.984186129597,8058.937198153409,64.27483653378003,376.65268524720705,289.1687749224491,87.48391032475797,827.173828125,10.498367101631123,-26.10251219820264,294.14933979816954,9286.703271166181,8045.769067382813,6804.834863599444,-99320310939.0,78.6514046653638
2020-01-20 00:00:00+00:00,8657.642578125,8657.642578125,8745.5908203125,8560.4736328125,8704.6318359375,26422375678,8118.971240234375,8261.994387867942,8974.23901496207,8428.99883045015,8240.26274243301,8154.669691051136,62.874624678527844,363.4025802630249,304.0155359905642,59.387044272460685,491.08837890625,6.01340990246817,-35.24792480348511,286.36132891972886,9322.350889736843,8118.971240234375,6915.591590731907,-125742686617.0,72.66497823103978
2020-01-21 00:00:00+00:00,8745.89453125,8745.89453125,8755.7060546875,8544.5205078125,8658.9912109375,24097418512,8196.257250976563,8308.08011580909,8991.48337795847,8488.705810546875,8291.273808893891,8247.996746271307,64.3915221586005,355.92014577811733,314.39645794807484,41.52368783004249,708.35693359375,8.813108803376647,-29.10903175384377,280.99163020224825,9351.246028466298,8196.257250976563,7041.268473486829,-101645268105.0,72.4989017718979
